Solution,Time,Objective
0,802.1613550186157,210735.0
1,804.466954946518,205720.0
2,816.6959340572357,204075.0
3,821.3773190975189,203045.0
4,823.3464450836182,199735.0
5,832.4263100624084,198520.0
6,833.5315790176392,197440.0
7,837.6260709762573,197350.0
8,841.6692471504211,197200.0
9,842.9964981079102,191355.0
10,845.5583410263062,186555.0
11,849.9661159515381,186045.0
12,852.4808921813965,181155.0
13,854.4857130050659,174645.0
14,857.2269148826599,174465.0
15,859.0612990856171,170455.0
16,861.8779129981995,166655.0
17,863.0222940444946,162395.0
18,866.7629170417786,162085.0
19,867.8189008235931,158405.0
20,870.6998591423035,154270.0
21,873.1713252067566,151690.0
22,876.9406712055206,151270.0
23,878.539558172226,141845.0
24,881.4653389453888,140495.0
25,885.501266002655,134350.0
26,888.1269011497498,134080.0
27,889.2641592025757,132265.0
28,890.563148021698,130135.0
29,893.6750729084015,129445.0
30,896.3279011249542,129110.0
31,897.129133939743,126005.0
32,903.3037431240082,125285.0
33,903.445296049118,118450.0
34,904.794625043869,113185.0
35,906.9965081214905,112405.0
36,908.544860124588,105170.0
37,912.021023273468,105050.0
38,914.4385042190552,104810.0
39,916.6353068351746,101690.0
40,919.2076981067657,100340.0
41,921.3918371200562,98970.0
42,925.896889925003,98850.0
43,927.7081661224365,95975.0
44,929.1407780647278,95710.0
45,932.0011789798737,95650.0
46,933.4503531455994,92140.0
47,935.7634699344635,89235.0
48,939.6293380260468,88185.0
49,941.8488390445709,87575.0
50,944.7110471725464,86795.0
51,947.0602478981018,86750.0
52,948.497220993042,86590.0
53,953.8735861778259,86560.0
54,955.9680359363556,84520.0
55,957.8645422458649,84400.0
56,961.3057901859283,83470.0
57,964.7495799064636,83350.0
58,966.8198099136353,82555.0
59,972.050509929657,82535.0
60,980.850389957428,79450.0
61,984.3639688491821,79300.0
62,987.9161319732666,73315.0
63,990.3939712047577,70445.0
64,998.2300319671631,70415.0
65,1001.277997970581,68410.0
66,1006.998783826828,58760.0
67,1009.7749490737915,58730.0
68,1011.3988389968872,54155.0
69,1013.2757921218872,54135.0
70,1015.0448911190033,54035.0
71,1017.5257630348206,51050.0
72,1019.7195501327515,50960.0
73,1027.3149659633636,49530.0
74,1031.5128319263458,49515.0
75,1033.1513550281525,48910.0
76,1039.9111158847809,48315.0
77,1050.1694509983063,47995.0
78,1058.876002073288,47965.0
79,1063.0996141433716,45515.0
80,1067.225261926651,44165.0
81,1069.9865288734436,44135.0
82,1075.8598120212555,41950.0
83,1079.244223833084,41890.0
84,1083.5835161209106,41800.0
85,1086.0547800064087,41025.0
86,1091.9064118862152,40625.0
87,1103.2191531658173,40405.0
88,1112.8553819656372,40130.0
89,1123.415030002594,39875.0
90,1128.6245658397675,39825.0
91,1131.6553840637207,39740.0
92,1144.0133290290833,39650.0
93,1148.2771151065826,39600.0
94,1152.9431240558624,39380.0
95,1158.6232328414917,39325.0
96,1161.7134160995483,29600.0
97,1164.9789578914642,29560.0
98,1169.6144390106201,29530.0
99,1174.9907250404358,29470.0
100,1180.019227027893,29360.0
101,1184.6425950527191,29205.0
102,1189.3297879695892,29115.0
103,1194.301903963089,29055.0
104,1200.1915979385376,29040.0
105,1204.1285049915314,26685.0
