Solution,Time,Objective
0,467.72259998321533,157610.0
1,469.6103961467743,151850.0
2,479.3481299877167,135820.0
3,480.18648409843445,135235.0
4,486.86850905418396,134755.0
5,488.3006100654602,128725.0
6,491.38667392730713,125290.0
7,495.15469002723694,108335.0
8,499.1200420856476,107360.0
9,500.1853370666504,101850.0
10,502.5889232158661,98480.0
11,504.63036608695984,90580.0
12,506.59157609939575,89880.0
13,508.5440671443939,89685.0
14,510.4908652305603,83750.0
15,512.738783121109,83530.0
16,514.7797260284424,83445.0
17,515.9664571285248,83200.0
18,517.077730178833,79355.0
19,519.955598115921,78975.0
20,521.6514370441437,76395.0
21,524.7142090797424,70445.0
22,527.6431741714478,69515.0
23,534.3062751293182,62445.0
24,537.3766160011292,62415.0
25,540.2244999408722,57865.0
26,541.7476880550385,57835.0
27,542.9377899169922,57805.0
28,545.4162900447845,53840.0
29,548.5060260295868,53810.0
30,558.0329840183258,50350.0
31,562.1061520576477,50245.0
32,562.7747740745544,48970.0
33,564.2843849658966,48950.0
34,568.2336750030518,47775.0
35,571.5145778656006,46835.0
36,579.3363420963287,46700.0
37,581.2717339992523,45870.0
38,585.4105179309845,45380.0
39,587.0838611125946,45335.0
40,589.3695440292358,45015.0
41,591.5974478721619,43020.0
42,595.1693060398102,42920.0
43,596.7569370269775,42870.0
44,598.743940114975,42655.0
45,601.5775969028473,37310.0
46,603.6443240642548,35730.0
47,605.2038452625275,34655.0
48,609.5120050907135,33635.0
49,611.7942981719971,33570.0
50,612.485552072525,33455.0
51,613.8163561820984,33200.0
52,618.4391841888428,33050.0
53,620.8585960865021,32550.0
54,624.6560921669006,32525.0
55,625.6520471572876,32285.0
56,627.1499471664429,32040.0
57,628.6830279827118,31935.0
58,629.8331780433655,20360.0
59,634.8344781398773,19645.0
60,638.0057790279388,19630.0
61,641.2769920825958,18675.0
62,642.7180421352386,18615.0
63,644.3269381523132,17985.0
64,645.7106051445007,17755.0
65,650.2106521129608,17295.0
66,652.9403729438782,17150.0
67,657.8829410076141,17015.0
68,661.616259098053,16880.0
69,664.7355210781097,16855.0
70,668.2970161437988,16840.0
71,671.8549900054932,16825.0
72,673.763503074646,16775.0
73,676.7028710842133,16705.0
74,680.8066620826721,16675.0
75,688.932245016098,16565.0
76,692.68825507164,16495.0
77,696.3870670795441,16465.0
78,699.3040940761566,16450.0
79,702.0673809051514,16425.0
80,705.6804280281067,16385.0
81,707.793035030365,16370.0
82,717.3882081508636,16320.0
83,720.5417358875275,16285.0
84,724.3144209384918,16275.0
85,728.1727201938629,16265.0
86,736.6497662067413,15170.0
87,741.3799550533295,14540.0
88,745.3498721122742,14500.0
89,745.3778219223022,14145.0
90,748.3493840694427,13955.0
91,751.4487092494965,13915.0
92,756.4113988876343,13905.0
93,756.7421822547913,13815.0
94,758.8428769111633,13755.0
95,760.5780868530273,13675.0
96,768.7627131938934,13630.0
97,772.671975851059,13615.0
98,776.6936781406403,13600.0
99,778.8459551334381,13585.0
100,782.4840559959412,13520.0
101,783.8211090564728,13470.0
102,796.2240068912506,13450.0
103,800.0124962329865,13435.0
104,804.064973115921,13385.0
105,807.6842560768127,13345.0
106,811.1184730529785,13330.0
107,823.7762920856476,13120.0
108,825.6884129047394,13030.0
109,827.2999339103699,13010.0
110,829.4508001804352,12990.0
111,832.4002621173859,12960.0
112,834.690994977951,12925.0
113,837.00261926651,12910.0
114,838.5694169998169,12890.0
115,840.0115451812744,12850.0
116,848.9701838493347,12830.0
117,851.1330800056458,12815.0
118,853.4760100841522,12775.0
119,858.6672172546387,12755.0
120,865.304477930069,12715.0
121,878.6562931537628,12655.0
122,881.9786522388458,12640.0
123,890.7015149593353,12630.0
124,896.4875881671906,12605.0
125,911.8978769779205,12585.0
126,915.4564061164856,12555.0
127,924.2765071392059,12525.0
128,935.9513049125671,12515.0
129,940.8207311630249,12475.0
130,961.4709100723267,12465.0
131,978.5782670974731,12460.0
132,981.7484652996063,12420.0
133,985.4854860305786,12385.0
134,990.198676109314,12370.0
135,998.8454220294952,12355.0
136,1002.9601480960846,12345.0
137,1036.4015460014343,12315.0
138,1046.74227309227,12285.0
139,1050.4374861717224,12280.0
140,1055.3598132133484,12270.0
141,1067.014743089676,12260.0
142,1082.7856271266937,12240.0
143,1084.9219529628754,12230.0
