0,202.69482398033142,83135.0
1,203.80691480636597,82030.0
2,210.06923294067383,81425.0
3,210.44063067436218,77050.0
4,215.63251376152039,76340.0
5,216.47872281074524,75925.0
6,218.993323802948,75865.0
7,220.81238079071045,74905.0
8,221.14778780937195,74570.0
9,222.0723316669464,63340.0
10,226.07394981384277,60060.0
11,227.48875093460083,57790.0
12,227.542977809906,56305.0
13,229.60713601112366,55745.0
14,230.6667730808258,54295.0
15,232.09433889389038,49090.0
16,235.4652009010315,48665.0
17,236.26152181625366,44930.0
18,239.29677486419678,44570.0
19,239.76647567749023,43170.0
20,240.27451181411743,43110.0
21,241.97958183288574,42715.0
22,243.06546592712402,40695.0
23,244.08150386810303,38740.0
24,246.56649780273438,38530.0
25,247.30086398124695,37930.0
26,249.4859766960144,35935.0
27,251.3875949382782,34610.0
28,253.87129974365234,34355.0
29,255.36089301109314,33670.0
30,258.33636474609375,33115.0
31,259.3235237598419,32700.0
32,260.78952980041504,32670.0
33,261.9607696533203,32340.0
34,266.1957678794861,32130.0
35,267.009263753891,31525.0
36,271.8668067455292,31225.0
37,273.3728756904602,29845.0
38,275.1865339279175,29710.0
39,278.0483877658844,29650.0
40,278.72425293922424,29160.0
41,282.00986886024475,29055.0
42,283.5572838783264,28785.0
43,285.99162769317627,28640.0
44,289.63916182518005,28400.0
45,290.0372428894043,27755.0
46,293.08759093284607,27545.0
47,293.5748927593231,27110.0
48,296.10791873931885,27035.0
49,300.2529170513153,26735.0
