Solution,Time,Objective
0,788.5669870376587,210735.0
1,790.7918038368225,200390.0
2,804.5633318424225,196265.0
3,815.4995520114899,187115.0
4,818.884917974472,185145.0
5,823.4564828872681,182175.0
6,825.013133764267,174705.0
7,831.4166269302368,174060.0
8,832.9764747619629,170245.0
9,835.4410359859467,167580.0
10,839.9426009654999,166300.0
11,843.6654469966888,166240.0
12,845.7015099525452,160710.0
13,848.5789430141449,160560.0
14,851.6719629764557,160380.0
15,852.6901118755341,157610.0
16,854.9666538238525,154995.0
17,858.3335697650909,147920.0
18,861.2838757038116,147770.0
19,864.3955290317535,147590.0
20,865.4776439666748,144375.0
21,866.8380169868469,143670.0
22,868.8596339225769,143580.0
23,870.5585527420044,138005.0
24,872.1776609420776,123400.0
25,874.9392468929291,123250.0
26,876.0818228721619,120140.0
27,881.314621925354,120125.0
28,882.9170250892639,113530.0
29,885.4777159690857,113520.0
30,886.9457268714905,113440.0
31,890.085923910141,104925.0
32,892.0048520565033,104875.0
33,893.0080189704895,104855.0
34,895.0046169757843,98915.0
35,896.5369050502777,98180.0
36,898.8437688350677,97820.0
37,900.0607297420502,94810.0
38,902.7020878791809,94780.0
39,905.2642979621887,92745.0
40,908.5872650146484,90060.0
41,911.6421818733215,86035.0
42,914.8720200061798,85945.0
43,920.8487708568573,84175.0
44,924.0960557460785,84115.0
45,930.5196039676666,82640.0
46,934.487842798233,81345.0
47,937.8434250354767,79515.0
48,939.8979530334473,79335.0
49,941.537929058075,77240.0
50,942.8216300010681,75470.0
51,945.2902679443359,75440.0
52,950.2414059638977,75350.0
53,952.3764789104462,72870.0
54,957.1047067642212,71690.0
55,959.9494409561157,70710.0
56,964.5769150257111,69335.0
57,968.2806808948517,68785.0
58,975.6827657222748,68750.0
59,977.0217998027802,68630.0
60,987.6194298267365,68365.0
61,991.6528089046478,68325.0
62,996.3823139667511,67525.0
63,999.6296138763428,67465.0
64,1000.1739017963409,67435.0
65,1002.9764068126678,66300.0
66,1005.9808080196381,66240.0
67,1012.2302598953247,65835.0
68,1014.4433789253235,63415.0
69,1018.511843919754,63175.0
70,1023.7137877941132,63170.0
71,1026.1392469406128,61095.0
72,1029.0685379505157,61065.0
73,1029.129891872406,61035.0
74,1030.6838610172272,59920.0
75,1035.3342578411102,58700.0
76,1038.3022677898407,57090.0
77,1043.513729095459,57000.0
78,1047.3310227394104,56065.0
79,1049.8639597892761,42815.0
80,1052.897547006607,42725.0
81,1055.3399579524994,41995.0
82,1065.2028889656067,41135.0
83,1070.165956735611,41115.0
84,1073.3569068908691,40800.0
85,1075.8792679309845,40775.0
86,1079.1533839702606,40170.0
87,1084.0537827014923,39870.0
88,1090.7404718399048,39810.0
89,1094.4626817703247,39780.0
90,1097.0011930465698,39615.0
91,1103.174894809723,39470.0
92,1109.0307757854462,39350.0
93,1118.2853047847748,39230.0
94,1122.774629831314,39140.0
95,1127.2373898029327,37005.0
96,1129.5325980186462,36980.0
97,1130.8904688358307,36860.0
98,1131.8439738750458,35930.0
99,1133.7717897891998,35870.0
100,1136.6608419418335,34845.0
101,1144.6257078647614,34255.0
102,1150.3352546691895,19925.0
103,1155.23553109169,19740.0
104,1158.8650648593903,19710.0
105,1163.0847058296204,19540.0
106,1166.7708418369293,19490.0
107,1169.2653119564056,19460.0
108,1173.8152639865875,19320.0
109,1180.1049690246582,19200.0
110,1191.9211888313293,19170.0
111,1199.0898818969727,19150.0
112,1207.137640953064,19135.0
