Solution,Time,Objective
0,377.2329001426697,172655.0
1,379.1308071613312,169020.0
2,387.655730009079,167625.0
3,394.48008704185486,166785.0
4,396.09623503685,162095.0
5,399.8202419281006,161015.0
6,403.38636326789856,160685.0
7,403.82680916786194,152220.0
8,409.44954204559326,151515.0
9,411.01301407814026,145780.0
10,413.33280205726624,143620.0
11,416.4161231517792,141975.0
12,418.2417800426483,141730.0
13,420.93676590919495,141220.0
14,422.20946884155273,138140.0
15,425.0690438747406,120085.0
16,428.6744360923767,111905.0
17,429.67746901512146,110495.0
18,432.2241861820221,107715.0
19,434.0921640396118,107625.0
20,437.5601899623871,102690.0
21,445.22688698768616,98005.0
22,447.19887685775757,97855.0
23,448.4102840423584,95720.0
24,450.04276990890503,95015.0
25,451.2750120162964,94265.0
26,453.71330094337463,94055.0
27,455.11667704582214,93235.0
28,460.054475069046,91405.0
29,461.0083351135254,91090.0
30,464.84210300445557,87935.0
31,467.1123421192169,85945.0
32,467.8656041622162,85715.0
33,469.67142820358276,85685.0
34,471.3302221298218,81745.0
35,472.32830905914307,81720.0
36,475.4351589679718,78910.0
37,477.22158217430115,78820.0
38,478.4949240684509,77705.0
39,479.64174008369446,77280.0
40,483.2268841266632,76460.0
41,486.2288830280304,75945.0
42,488.17845606803894,75920.0
43,489.00779604911804,67565.0
44,490.39458203315735,64255.0
45,491.82005405426025,64245.0
46,493.898962020874,63465.0
47,498.17969512939453,62790.0
48,499.9377558231354,61720.0
49,501.8031620979309,60730.0
50,504.8434181213379,60590.0
51,507.5746109485626,60400.0
52,509.3521320819855,60380.0
53,511.0020909309387,59875.0
54,513.338418006897,59565.0
55,514.2300310134888,59490.0
56,516.5805170536041,59405.0
57,518.0027070045471,59390.0
58,518.0218181610107,59330.0
59,522.2469928264618,57060.0
60,524.2196171283722,56990.0
61,525.3531320095062,55690.0
62,526.7054679393768,55650.0
63,529.0217101573944,55630.0
64,530.6452350616455,54970.0
65,533.3498680591583,54950.0
66,536.2562630176544,54565.0
67,537.3488681316376,54550.0
68,540.3089399337769,53920.0
69,543.8458390235901,53800.0
70,545.650071144104,52650.0
71,548.5217220783234,52555.0
72,552.3149559497833,52480.0
73,553.9057221412659,51480.0
74,555.9696671962738,51465.0
75,559.5171990394592,51375.0
76,561.3274190425873,30515.0
77,564.2880580425262,30465.0
78,565.4384670257568,21945.0
79,568.0131521224976,21930.0
80,573.4786319732666,21850.0
81,574.5379130840302,21800.0
82,577.129674911499,21750.0
83,582.527181148529,21735.0
84,584.0546810626984,21695.0
85,589.1984639167786,21685.0
86,591.0038111209869,21625.0
87,592.2859599590302,21615.0
88,597.0092930793762,21600.0
89,598.7194471359253,21585.0
90,600.182037115097,21575.0
91,603.2054810523987,17280.0
92,610.5087449550629,17220.0
93,614.7106108665466,17210.0
94,619.0163750648499,14840.0
95,622.6490459442139,13800.0
96,624.704735994339,13650.0
97,627.7297658920288,12855.0
98,633.0574672222137,12290.0
99,634.7503290176392,12260.0
100,638.0436978340149,12210.0
101,640.5620369911194,12175.0
102,643.7269160747528,11730.0
103,645.659157037735,11690.0
104,646.8522009849548,11680.0
105,648.2120351791382,11500.0
106,652.5917439460754,11245.0
107,660.8765609264374,11225.0
108,673.7372291088104,11210.0
109,701.3876368999481,11195.0
110,716.2456839084625,11175.0
111,720.2681679725647,11125.0
112,759.873409986496,11095.0
113,766.0295569896698,11065.0
114,774.3879601955414,11045.0
115,786.4032618999481,11035.0
116,826.0612850189209,11020.0
117,856.0473239421844,11005.0
118,860.8943109512329,11000.0
119,1071.493987083435,10975.0
