Solution,Time,Objective
0,419.59785199165344,157610.0
1,420.8828070163727,146530.0
2,425.84958004951477,131415.0
3,426.41904282569885,131355.0
4,431.7240869998932,125480.0
5,432.9877989292145,125315.0
6,435.9010739326477,121860.0
7,437.91664576530457,119140.0
8,439.19046998023987,106370.0
9,442.59540486335754,105275.0
10,443.6936409473419,99825.0
11,443.78015184402466,91555.0
12,445.25950169563293,88130.0
13,447.31647181510925,88085.0
14,449.0529890060425,70495.0
15,451.6346130371094,68775.0
16,453.16629791259766,56485.0
17,454.95822286605835,56170.0
18,455.7620849609375,55340.0
19,457.8539719581604,50765.0
20,459.4570438861847,50585.0
21,460.82671785354614,47705.0
22,463.5590388774872,44445.0
23,465.4153938293457,44115.0
24,467.0682098865509,44100.0
25,467.17770504951477,44015.0
26,469.2515559196472,39305.0
27,472.5576157569885,39230.0
28,474.2134690284729,39130.0
29,474.2346796989441,35855.0
30,476.1358299255371,35080.0
31,477.2651147842407,34075.0
32,479.2156538963318,33960.0
33,480.3593900203705,33905.0
34,481.4877870082855,33105.0
35,483.63143396377563,33045.0
36,488.05483293533325,32140.0
37,491.30177211761475,32135.0
38,492.7816970348358,31175.0
39,495.0287358760834,31115.0
40,497.30506801605225,30760.0
41,502.2207098007202,30730.0
42,503.7443537712097,28655.0
43,505.7032618522644,28595.0
44,509.758829832077,27625.0
45,511.90441703796387,27595.0
46,513.4207150936127,27430.0
47,515.8689930438995,26420.0
48,519.8389399051666,24400.0
49,521.8105978965759,23925.0
50,523.0429208278656,23815.0
51,526.6761810779572,23465.0
52,529.817076921463,23415.0
53,531.2994089126587,23360.0
54,537.5393369197845,23075.0
55,540.7197148799896,23015.0
56,543.2170577049255,22695.0
57,545.1210827827454,22570.0
58,548.2521820068359,22500.0
59,552.6339640617371,22470.0
60,553.5790019035339,22275.0
61,554.8101727962494,20175.0
62,558.1447448730469,20090.0
63,561.6395788192749,18890.0
64,562.6682758331299,18880.0
65,567.6017789840698,18800.0
66,574.3190448284149,18735.0
67,579.1697268486023,18715.0
68,581.8749067783356,18680.0
69,586.2005031108856,17630.0
70,587.8209819793701,17565.0
71,590.0982637405396,17025.0
72,592.5279598236084,16995.0
73,594.415885925293,16985.0
74,600.1851410865784,16965.0
75,602.2013278007507,16895.0
76,604.5225710868835,16865.0
77,606.5085308551788,16855.0
78,608.3102190494537,16795.0
79,611.5641279220581,16670.0
80,613.3713958263397,16640.0
81,615.3135550022125,16565.0
82,621.2189688682556,16435.0
83,625.7601869106293,16000.0
84,628.1728148460388,15940.0
85,629.7987189292908,15455.0
86,632.0489308834076,15395.0
87,636.2191967964172,15205.0
88,639.62024974823,15190.0
89,641.0163431167603,15090.0
90,644.8620958328247,15070.0
91,654.0034809112549,15045.0
92,657.5511088371277,15010.0
93,660.2706348896027,14920.0
94,666.0605738162994,14890.0
95,666.3634397983551,14610.0
96,668.1473779678345,14475.0
97,672.1193079948425,14220.0
98,675.9387640953064,14055.0
99,679.9855020046234,14030.0
100,682.7717339992523,13810.0
101,688.4631459712982,13730.0
102,690.4435758590698,13725.0
103,693.3975079059601,13655.0
104,696.5251438617706,13635.0
105,699.0239589214325,13555.0
106,705.0945427417755,13495.0
107,709.4914360046387,13445.0
108,714.2706928253174,13405.0
109,719.3632247447968,13355.0
110,721.5215229988098,13325.0
111,722.4336068630219,13135.0
112,726.345794916153,13110.0
113,739.914312839508,13040.0
114,741.4455559253693,13000.0
115,752.7252669334412,12905.0
116,757.3728818893433,12735.0
117,763.5761659145355,12675.0
118,765.3858308792114,12665.0
119,768.5167229175568,12655.0
120,779.9207167625427,12610.0
121,783.3702096939087,12595.0
122,785.2741990089417,12565.0
123,794.7547059059143,12555.0
124,797.055006980896,12515.0
125,803.2456488609314,12415.0
126,811.3632960319519,12410.0
127,814.628191947937,12390.0
128,828.2137567996979,12380.0
129,831.13041472435,12355.0
130,834.19127202034,12340.0
131,838.8467419147491,12320.0
132,847.7918469905853,12310.0
133,852.7339279651642,12290.0
134,854.5494060516357,12275.0
135,858.002965927124,12260.0
136,863.3386838436127,12250.0
137,867.9835658073425,12240.0
138,875.0813908576965,12230.0
139,888.1738450527191,12170.0
140,899.6088058948517,12155.0
141,909.4506638050079,12140.0
142,913.4689848423004,12105.0
143,917.5643289089203,12085.0
144,922.4477498531342,12035.0
145,927.3682758808136,12025.0
146,933.1848788261414,12015.0
147,976.5705029964447,11975.0
148,985.2784287929535,11965.0
149,989.743026971817,11960.0
150,1002.849907875061,11950.0
151,1035.771518945694,11940.0
152,1045.7088618278503,11935.0
153,1049.5962619781494,11895.0
154,1050.8059530258179,11865.0
155,1053.2072179317474,11855.0
156,1059.2118730545044,11840.0
157,1074.1332838535309,11835.0
158,1075.811803817749,11820.0
159,1078.9362208843231,11810.0
