Solution,Time,Objective
0,304.70572781562805,162945.0
1,306.1998598575592,150340.0
2,310.5026128292084,119765.0
3,311.0751140117645,119725.0
4,317.99700021743774,119535.0
5,326.18851494789124,112490.0
6,331.7031440734863,111945.0
7,333.0557310581207,105555.0
8,335.48752188682556,104920.0
9,336.2804219722748,101120.0
10,338.0817267894745,98930.0
11,338.8555188179016,98750.0
12,342.52834606170654,96215.0
13,345.20624804496765,96050.0
14,346.69994592666626,95125.0
15,348.9093978404999,84555.0
16,351.6138689517975,84415.0
17,352.5933458805084,76110.0
18,356.00802397727966,72735.0
19,358.82113885879517,72585.0
20,360.90136218070984,71630.0
21,363.3832380771637,71620.0
22,364.28261709213257,66140.0
23,367.0827078819275,65125.0
24,370.2106931209564,64860.0
25,373.7792980670929,58750.0
26,375.61789989471436,58360.0
27,378.08086585998535,57820.0
28,379.2516350746155,52695.0
29,381.572035074234,52655.0
30,382.25027203559875,52350.0
31,385.763573884964,49770.0
32,388.27996301651,49760.0
33,388.5290758609772,49680.0
34,390.8237590789795,49630.0
35,392.02993297576904,48380.0
36,396.43329095840454,46505.0
37,399.4614808559418,43925.0
38,402.0949459075928,43915.0
39,402.4419939517975,43585.0
40,405.41181683540344,43045.0
41,409.4193150997162,42955.0
42,411.1557412147522,42620.0
43,413.8234689235687,42560.0
44,414.6018741130829,42545.0
45,417.15041995048523,42485.0
46,418.2713749408722,42205.0
47,419.9507460594177,42150.0
48,421.81543016433716,42140.0
49,422.03727102279663,39270.0
50,423.0118272304535,38870.0
51,424.9464738368988,38235.0
52,425.2949848175049,37495.0
53,427.0524032115936,37345.0
54,429.0709648132324,36575.0
55,433.85495114326477,35870.0
56,435.9325637817383,35855.0
57,437.3255169391632,35670.0
58,437.682452917099,35665.0
59,439.38296008110046,35035.0
60,445.257043838501,33980.0
61,449.1362280845642,23555.0
62,449.98125410079956,23060.0
63,451.6895899772644,23030.0
64,452.5797801017761,23000.0
65,454.4365019798279,22970.0
66,455.82046723365784,22560.0
67,459.01549792289734,22505.0
68,462.3586940765381,22280.0
69,465.6051459312439,22260.0
70,468.20450806617737,22100.0
71,471.5574691295624,21980.0
72,472.55653405189514,21820.0
73,474.2926461696625,21810.0
74,475.294664144516,21740.0
75,477.6221978664398,21615.0
76,480.9535768032074,21565.0
77,483.9062740802765,21505.0
78,487.2592680454254,21395.0
79,496.77883315086365,21365.0
80,498.7976930141449,21360.0
81,501.00541615486145,21300.0
82,504.5122449398041,21270.0
83,507.7263128757477,21240.0
84,509.4929230213165,21125.0
85,510.85097789764404,21080.0
86,514.0360910892487,21005.0
87,515.9726960659027,20905.0
88,518.2741279602051,20900.0
89,520.1374809741974,20780.0
90,521.7621941566467,20750.0
91,523.5838849544525,20570.0
92,532.1807479858398,20560.0
93,535.7939050197601,20465.0
94,537.4819428920746,20385.0
95,539.6749880313873,20345.0
96,544.0366728305817,16290.0
97,544.9780719280243,16280.0
98,546.4800729751587,14510.0
99,550.8446838855743,13670.0
100,552.566666841507,13640.0
101,554.2853150367737,13360.0
102,555.977814912796,13350.0
103,557.5058410167694,13070.0
104,561.8475549221039,12860.0
105,564.1154899597168,12850.0
106,565.6762940883636,12840.0
107,569.2953279018402,12800.0
108,577.9462168216705,12770.0
109,581.9926660060883,12695.0
110,593.1115701198578,12680.0
111,596.8343260288239,12580.0
112,600.7227449417114,12565.0
113,609.3320889472961,12555.0
114,611.4878330230713,12540.0
115,613.4847059249878,12520.0
116,617.0795707702637,12490.0
117,621.4036037921906,12460.0
118,623.0795660018921,12450.0
119,626.6266038417816,12420.0
120,627.8492450714111,12410.0
121,629.385794878006,12390.0
122,630.8251178264618,12350.0
123,634.7893240451813,12290.0
124,645.6418900489807,12220.0
125,662.4345870018005,12205.0
126,673.1764059066772,12185.0
127,677.1987619400024,12165.0
128,681.1576948165894,12155.0
129,687.6317410469055,12145.0
130,695.0034050941467,12125.0
131,699.9784550666809,12095.0
132,708.9548552036285,12075.0
133,711.145644903183,12065.0
134,713.6926069259644,12055.0
135,719.8058400154114,12045.0
136,728.5999400615692,12015.0
137,735.4333732128143,11950.0
138,740.4837679862976,11940.0
139,741.9590899944305,11920.0
140,745.0029249191284,11915.0
141,750.9460699558258,11900.0
142,755.0106568336487,11885.0
143,761.4436249732971,11855.0
144,769.7091491222382,11845.0
145,788.5474090576172,11835.0
146,793.8244760036469,11825.0
147,795.5707769393921,11765.0
148,798.2346878051758,11735.0
149,800.6542990207672,11695.0
150,802.6703751087189,11690.0
151,805.092945098877,11660.0
152,818.6428329944611,11650.0
153,820.8779969215393,11610.0
154,822.445219039917,11595.0
155,835.9116499423981,11575.0
156,841.7183651924133,11540.0
157,849.0784728527069,11520.0
158,871.5007200241089,11510.0
159,878.6387319564819,11495.0
160,885.5467119216919,11460.0
161,895.9836421012878,11440.0
162,902.4813208580017,11430.0
163,926.5853281021118,11420.0
164,949.4251728057861,11410.0
165,975.9221069812775,11405.0
166,982.253053188324,11395.0
167,1019.1243209838867,11380.0
168,1041.0490758419037,11375.0
169,1052.378340959549,11360.0
170,1075.4310510158539,11330.0
171,1085.2269160747528,11320.0
