Solution,Time,Objective
0,154.60050296783447,83135.0
1,155.5973927974701,81915.0
2,160.97041511535645,77850.0
3,161.41277408599854,77050.0
4,162.33645391464233,64710.0
5,166.12853407859802,64395.0
6,169.66242790222168,63885.0
7,171.00688314437866,61080.0
8,172.91398286819458,60915.0
9,174.4267439842224,60825.0
10,175.00133395195007,55365.0
11,176.17381596565247,53020.0
12,178.0172700881958,52900.0
13,179.04351902008057,51160.0
14,180.57775783538818,50580.0
15,181.88563203811646,50505.0
16,182.29464077949524,49635.0
17,184.5639989376068,49350.0
18,186.38900303840637,48225.0
19,188.1435251235962,48135.0
20,188.9084780216217,47985.0
21,190.80282497406006,47295.0
22,191.3282539844513,45750.0
23,192.67628693580627,45515.0
24,193.84968900680542,44485.0
25,195.954598903656,44155.0
26,196.63244199752808,42860.0
27,197.50180983543396,42835.0
28,198.13980197906494,42710.0
29,198.7701461315155,42655.0
30,199.9550449848175,41245.0
31,201.57971715927124,40210.0
32,202.34101819992065,38200.0
33,203.68796014785767,38035.0
34,204.17033791542053,37820.0
35,205.88334584236145,37525.0
36,206.48177790641785,29660.0
37,208.61529803276062,27195.0
38,210.0370728969574,27105.0
39,210.19198298454285,24735.0
40,213.1599669456482,23845.0
41,215.12308287620544,23800.0
42,216.36592197418213,23375.0
43,217.98458290100098,23295.0
44,218.66250205039978,23025.0
45,220.99524188041687,22850.0
46,224.58712911605835,22725.0
47,228.70679807662964,22710.0
48,229.03313779830933,22680.0
49,230.52240300178528,22520.0
50,232.871239900589,22515.0
51,236.1421880722046,22470.0
52,237.69878602027893,22440.0
53,238.45109915733337,22405.0
54,239.38063406944275,22400.0
55,245.1438331604004,22265.0
56,247.10793805122375,22255.0
57,247.16381216049194,22235.0
58,248.66490602493286,22105.0
59,251.03179287910461,21975.0
60,254.74535298347473,21945.0
61,258.952006816864,21935.0
62,260.5963900089264,21920.0
63,266.9543218612671,21915.0
64,269.3596658706665,21900.0
65,270.860023021698,19175.0
66,272.2293269634247,19165.0
67,276.52801394462585,19125.0
68,278.55709886550903,19095.0
69,280.1307179927826,19065.0
70,286.2586648464203,19055.0
71,289.20107102394104,19015.0
72,293.30924105644226,18980.0
73,294.98590302467346,18960.0
74,295.8240818977356,18910.0
75,298.22818398475647,18900.0
76,299.13619089126587,18885.0
77,300.36095690727234,18830.0
78,302.0075650215149,18725.0
79,304.0068910121918,11595.0
80,308.44689679145813,11585.0
81,309.2871108055115,11530.0
82,313.99930906295776,11500.0
83,319.2264702320099,11470.0
84,322.4373559951782,11445.0
85,324.2388038635254,11430.0
86,325.24390387535095,11415.0
87,328.82873797416687,11385.0
88,331.6013460159302,11370.0
89,336.7821800708771,11230.0
90,339.8188889026642,11220.0
91,341.5695390701294,11190.0
92,342.89760518074036,11180.0
93,350.0622887611389,11120.0
94,355.71946120262146,11070.0
95,357.2880938053131,11040.0
96,358.8695900440216,11025.0
97,359.84268593788147,11005.0
98,361.6692750453949,10945.0
99,375.24097514152527,9130.0
100,380.4418408870697,9100.0
101,381.68169593811035,9070.0
102,397.36090898513794,9040.0
103,398.89295411109924,9030.0
104,406.7645800113678,9015.0
105,431.78220796585083,9005.0
106,438.21064805984497,8995.0
107,449.5736389160156,8985.0
108,457.7251241207123,8955.0
109,464.54895401000977,8940.0
110,466.796972990036,8910.0
111,518.9390897750854,8890.0
112,552.5588321685791,8880.0
113,557.7898969650269,8860.0
114,568.4381039142609,8850.0
115,588.9353060722351,8840.0
116,674.6935098171234,8830.0
117,729.8802149295807,8820.0
118,750.7303018569946,8810.0
119,760.5012028217316,8750.0
120,761.8672969341278,8675.0
121,768.899472951889,8655.0
122,777.092854976654,8640.0
123,785.423052072525,8630.0
124,786.9228119850159,8610.0
125,837.8270320892334,8595.0
126,844.0962929725647,8580.0
127,879.1644690036774,8570.0
128,898.7555351257324,8560.0
129,942.9206531047821,8550.0
