Solution,Time,Objective
0,798.4027440547943,210735.0
1,800.6989099979401,203050.0
2,814.1805341243744,196510.0
3,821.9931380748749,192920.0
4,825.9654648303986,178565.0
5,830.4713830947876,177365.0
6,833.3488399982452,176855.0
7,834.5462989807129,171545.0
8,837.3407781124115,171155.0
9,839.724690914154,157075.0
10,843.0330250263214,156055.0
11,843.070766210556,152925.0
12,846.434210062027,145280.0
13,850.3561930656433,144890.0
14,852.5289039611816,135005.0
15,853.7292590141296,132915.0
16,855.9977900981903,132585.0
17,857.1409611701965,129675.0
18,859.6713709831238,129450.0
19,860.3812041282654,129315.0
20,862.6221630573273,120740.0
21,865.5364139080048,120545.0
22,867.853609085083,120395.0
23,868.9319970607758,116760.0
24,870.9971919059753,116610.0
25,871.5809412002563,112900.0
26,873.2755949497223,106730.0
27,875.9152991771698,106430.0
28,878.7705380916595,103280.0
29,881.2049391269684,103160.0
30,882.8688409328461,98650.0
31,886.5591170787811,94980.0
32,890.3805639743805,80400.0
33,892.2878859043121,78495.0
34,894.6919691562653,78345.0
35,898.6676139831543,76855.0
36,903.7982227802277,76710.0
37,905.2713758945465,76040.0
38,906.8129959106445,76030.0
39,907.9810090065002,75910.0
40,910.3672671318054,74850.0
41,911.6386659145355,74785.0
42,913.104434967041,74760.0
43,914.193118095398,74195.0
44,918.4865190982819,73395.0
45,920.497524023056,71425.0
46,924.8805980682373,69960.0
47,926.310909986496,69385.0
48,929.4500391483307,69325.0
49,933.288419008255,67470.0
50,941.0710949897766,66810.0
51,945.8268628120422,65545.0
52,948.2649538516998,65485.0
53,949.9287230968475,65255.0
54,956.9578800201416,64615.0
55,960.2306938171387,64560.0
56,965.1337890625,64350.0
57,966.3799669742584,63230.0
58,968.0468890666962,63170.0
59,971.4134531021118,62525.0
60,974.5738928318024,62495.0
61,976.1274099349976,62255.0
62,980.4475710391998,61575.0
63,986.1612701416016,61455.0
64,991.2585427761078,61085.0
65,999.1104221343994,60900.0
66,1003.0901730060577,60875.0
67,1005.594712972641,60670.0
68,1007.4447901248932,60410.0
69,1009.762953042984,60075.0
70,1014.8804638385773,59735.0
71,1017.4935619831085,58110.0
72,1020.2306067943573,58080.0
73,1020.649304151535,57965.0
74,1023.3030169010162,57945.0
75,1024.7653000354767,57935.0
76,1026.151211977005,57905.0
77,1029.8046758174896,57740.0
78,1033.2669279575348,56450.0
79,1036.384174823761,55760.0
80,1039.513437986374,55745.0
81,1041.6047019958496,55715.0
82,1043.224200963974,55195.0
83,1045.504763841629,40985.0
84,1051.2578840255737,36885.0
85,1054.5705890655518,36870.0
86,1057.0792520046234,36790.0
87,1059.4994690418243,34515.0
88,1062.6253199577332,34305.0
89,1067.2997040748596,34095.0
90,1068.7537400722504,33030.0
91,1073.4623250961304,33020.0
92,1076.0004320144653,32260.0
93,1080.5273878574371,31950.0
94,1083.2043981552124,31940.0
95,1084.354502916336,31665.0
96,1088.0215029716492,31635.0
97,1090.4100279808044,30970.0
98,1095.3504130840302,30835.0
99,1102.0897529125214,30795.0
100,1110.9476540088654,30660.0
101,1112.5425040721893,30610.0
102,1116.5022859573364,30330.0
103,1119.2894060611725,30130.0
104,1120.9884889125824,30070.0
105,1124.400418996811,29840.0
106,1126.8334610462189,29770.0
107,1130.600751876831,29685.0
108,1132.5427870750427,15295.0
109,1137.4151771068573,15280.0
110,1141.7073690891266,15240.0
111,1143.4281849861145,15215.0
112,1147.7497291564941,15185.0
113,1156.3299400806427,15125.0
114,1162.2957410812378,15110.0
115,1166.5086028575897,15095.0
116,1171.100163936615,15000.0
117,1185.9305868148804,14930.0
118,1188.0434498786926,14780.0
119,1190.142333984375,14770.0
120,1195.4894700050354,14710.0
121,1196.6471581459045,14685.0
122,1198.7834739685059,14155.0
123,1200.2425129413605,14110.0
124,1202.834412097931,13790.0
125,1205.508131980896,13745.0
126,1208.1838510036469,13395.0
