Solution,Time,Objective
0,363.72479724884033,167290.0
1,365.5934500694275,152340.0
2,371.76820397377014,147945.0
3,376.00752902030945,141815.0
4,378.09419202804565,136235.0
5,383.7332921028137,134230.0
6,385.4623432159424,119500.0
7,387.9155991077423,119440.0
8,390.47496223449707,118225.0
9,390.8010501861572,115090.0
10,393.1258978843689,114215.0
11,394.9321782588959,113865.0
12,398.8686330318451,110375.0
13,401.4464650154114,109975.0
14,402.70411705970764,109880.0
15,403.54819917678833,108350.0
16,406.4515450000763,108170.0
17,407.732057094574,107280.0
18,409.77610421180725,105580.0
19,417.7014262676239,100420.0
20,420.1270680427551,99670.0
21,422.5494692325592,99460.0
22,424.12247800827026,96525.0
23,426.1627562046051,96375.0
24,427.44852805137634,96280.0
25,429.55917620658875,95275.0
26,431.45243215560913,95255.0
27,432.32380509376526,93065.0
28,434.15140199661255,91850.0
29,436.46532702445984,76995.0
30,437.3513870239258,75925.0
31,439.26864886283875,75815.0
32,441.1717371940613,75755.0
33,442.5255751609802,75050.0
34,445.9633090496063,75000.0
35,447.56985998153687,74825.0
36,451.188010931015,71895.0
37,453.768522977829,71750.0
38,457.3963508605957,71720.0
39,458.0749292373657,69490.0
40,460.0221412181854,69220.0
41,465.1728889942169,64980.0
42,466.59995007514954,64525.0
43,470.9793379306793,64345.0
44,472.15175914764404,64245.0
45,477.29947423934937,64100.0
46,480.52284598350525,53790.0
47,482.927453994751,52515.0
48,484.2870020866394,52455.0
49,486.59459924697876,51650.0
50,488.5230610370636,51615.0
51,489.60188913345337,51590.0
52,491.4910571575165,50795.0
53,492.81449794769287,50705.0
54,494.4014301300049,50250.0
55,496.32762122154236,49820.0
56,498.1569700241089,48975.0
57,499.3054051399231,48925.0
58,501.8145740032196,48025.0
59,503.46165800094604,47985.0
60,505.4663951396942,47530.0
61,508.3814630508423,47500.0
62,509.6553010940552,47240.0
63,511.25365805625916,47210.0
64,513.4230380058289,46925.0
65,515.3766770362854,46810.0
66,517.8789749145508,46700.0
67,522.3730340003967,46640.0
68,526.29669713974,46605.0
69,530.4584770202637,46575.0
70,531.9363288879395,46535.0
71,535.2353641986847,46405.0
72,536.9643399715424,44065.0
73,538.9951391220093,43970.0
74,540.0919222831726,43960.0
75,541.3493769168854,43025.0
76,545.7463300228119,42535.0
77,547.5864181518555,42430.0
78,550.261736869812,42165.0
79,554.2086069583893,41950.0
80,558.0818722248077,41935.0
81,559.5004830360413,41815.0
82,563.0876910686493,41790.0
83,565.8086981773376,41785.0
84,566.500764131546,41680.0
85,568.7729961872101,41665.0
86,570.1347739696503,41595.0
87,574.1827771663666,41445.0
88,577.7496089935303,41365.0
89,579.5898170471191,41225.0
90,584.6749501228333,41205.0
91,585.4824481010437,41165.0
92,588.2261309623718,41145.0
93,591.3316071033478,41115.0
94,595.4468002319336,41040.0
95,597.2407410144806,41025.0
96,600.2621202468872,40975.0
97,604.0318791866302,40955.0
98,612.673336982727,39935.0
99,616.5177381038666,39170.0
100,621.2774362564087,38890.0
101,623.6786260604858,38710.0
102,627.3175940513611,38655.0
103,630.7358121871948,38465.0
104,635.1061570644379,38295.0
105,641.4651319980621,38265.0
106,645.0037250518799,38250.0
107,646.599463224411,37420.0
108,653.9280879497528,37385.0
109,659.7174351215363,37285.0
110,663.5811641216278,36505.0
111,664.6479420661926,36475.0
112,668.9930591583252,36430.0
113,678.5683400630951,36415.0
114,680.8206830024719,35840.0
115,685.8224360942841,35810.0
116,686.0327041149139,35555.0
117,689.8090469837189,35450.0
118,692.0193021297455,35410.0
119,692.8696320056915,35335.0
120,695.9466111660004,35240.0
121,700.1897599697113,35225.0
122,702.9683151245117,35195.0
123,710.8190340995789,35185.0
124,717.2490658760071,35130.0
125,720.7282691001892,35090.0
126,721.8195719718933,35060.0
127,729.3208508491516,35045.0
128,738.0487861633301,35015.0
129,740.8219130039215,35005.0
130,745.3837671279907,35000.0
131,770.2878398895264,34960.0
132,780.97967004776,34915.0
133,801.9769389629364,34910.0
134,806.8111650943756,34905.0
135,815.1838710308075,34885.0
136,818.6944661140442,34870.0
137,838.8513810634613,34190.0
138,840.4602301120758,34180.0
139,841.6321551799774,34140.0
140,843.5366451740265,33560.0
141,844.9345142841339,33545.0
142,848.456414937973,33065.0
143,852.3443341255188,12905.0
144,854.683610200882,12845.0
145,858.68612408638,12830.0
146,860.0791690349579,12800.0
147,867.1224639415741,12685.0
148,871.2971429824829,12645.0
149,880.7942390441895,12640.0
150,888.659893989563,12610.0
151,902.7966511249542,12570.0
152,909.9390940666199,12500.0
153,914.684858083725,12490.0
154,919.426265001297,12460.0
155,936.7910990715027,12020.0
156,938.3712298870087,11420.0
157,944.7353332042694,11415.0
158,963.83682513237,11395.0
159,968.3670120239258,11365.0
160,984.2592618465424,11355.0
161,1023.5401179790497,11315.0
162,1032.0494651794434,11305.0
163,1049.9355020523071,11275.0
164,1076.424931049347,11255.0
165,1081.3374910354614,11235.0
